id_client,age,sexe,zone,situation_matrimoniale,niveau_education,nombre_personnes_a_charge,secteur_activite,anciennete_activite_annees,revenu_mensuel_fcfa,charges_mensuelles_fcfa,anciennete_cooperative_mois,membre_groupe_solidaire,epargne_solde_moyen_fcfa,regularite_epargne,nombre_credits_anterieurs,taux_remboursement_historique_pct,jours_retard_moyen_historique,possede_mobile_money,frequence_transactions_mm_mois,interroge_bic,statut_bic,nombre_prets_actifs_autres_institutions,encours_credit_autres_institutions_fcfa,objet_credit,montant_credit_demande_fcfa,duree_credit_mois,garantie,ratio_endettement,defaut_credit
CSWA-00109,41,Homme,Urbaine,Veuf(ve),Primaire,3,Agriculture,10.7,195000,140000,85,0,141900,Irrégulière,1,95.1,9.0,1,7,1,Jamais emprunté ailleurs,0,0,Equipement/Matériel,485000,12,Aucune,0.95,0
CSWA-00110,52,Homme,Rurale,Marié(e),Secondaire,1,Agriculture,3.9,144000,59000,22,1,42100,Régulière,2,86.6,4.0,1,8,1,Incident de paiement signale ailleurs,0,0,Education,161000,6,Caution solidaire,0.62,0
CSWA-00111,32,Femme,Urbaine,Marié(e),Supérieur,2,Agriculture,6.6,53000,23000,38,0,6800,Régulière,1,86.5,17.0,0,0,1,Pret en cours ailleurs,1,74000,Fonds de commerce,161000,12,Bien matériel,0.84,0
CSWA-00112,55,Femme,Rurale,Marié(e),Primaire,9,Agriculture,11.3,40000,32000,34,0,1800,Régulière,1,83.9,6.0,0,0,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,201000,6,Bien matériel,1.74,0
CSWA-00113,45,Homme,Urbaine,Marié(e),Primaire,4,Elevage,7.6,112000,65000,97,1,109400,Régulière,1,80.8,4.0,1,9,1,Jamais emprunté ailleurs,0,0,Habitat/Réparation,373000,6,Caution solidaire,1.2,0
CSWA-00114,40,Femme,Semi-urbaine,Veuf(ve),Aucun,1,Commerce informel,2.3,63000,31000,38,0,18700,Irrégulière,2,87.0,4.0,1,10,1,Pret en cours ailleurs,1,202000,Fonds de commerce,163000,12,Caution solidaire,1.02,1
CSWA-00115,42,Homme,Rurale,Marié(e),Primaire,6,Agriculture,2.6,57000,35000,144,0,74100,Irrégulière,0,,,1,9,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,189000,6,Aucune,1.23,0
CSWA-00116,45,Femme,Semi-urbaine,Marié(e),Aucun,4,Commerce informel,10.4,91000,49000,176,1,213800,Irrégulière,2,82.6,1.0,1,9,1,Pret en cours ailleurs,1,129000,Fonds de commerce,253000,9,Aucune,1.01,0
CSWA-00117,20,Homme,Rurale,Veuf(ve),Secondaire,5,Transport,0.7,120000,100000,54,0,88300,Aucune épargne,1,71.2,5.0,1,8,1,Incident de paiement signale ailleurs,0,0,Fonds de commerce,621000,12,Aucune,1.32,0
CSWA-00118,25,Homme,Urbaine,Marié(e),Aucun,3,Elevage,7.8,125000,56000,18,0,13200,Régulière,1,61.6,0.0,0,0,1,Bon payeur ailleurs (solde sans incident),0,0,Equipement/Matériel,658000,6,Caution solidaire,1.43,0
CSWA-00119,30,Homme,Semi-urbaine,Marié(e),Secondaire,2,Transport,8.7,83000,51000,10,1,8700,Irrégulière,2,66.1,8.0,0,0,1,Jamais emprunté ailleurs,0,0,Equipement/Matériel,180000,18,Caution solidaire,0.75,0
CSWA-00120,24,Homme,Urbaine,Marié(e),Aucun,3,Agriculture,7.0,23000,12000,126,0,21900,Régulière,0,,,1,9,0,Non consulté,0,0,Intrants agricoles,98000,12,Caution solidaire,0.92,0
CSWA-00121,39,Homme,Urbaine,Marié(e),Primaire,6,Commerce informel,8.8,137000,59000,136,0,158100,Irrégulière,4,92.2,19.0,0,0,1,Jamais emprunté ailleurs,0,0,Intrants agricoles,208000,3,Aucune,1.0,1
CSWA-00122,50,Homme,Urbaine,Marié(e),Aucun,5,Commerce informel,8.7,52000,36000,173,0,110300,Aucune épargne,2,81.2,2.0,1,13,1,Bon payeur ailleurs (solde sans incident),0,0,Fonds de commerce,224000,9,Aucune,1.23,0
CSWA-00123,49,Homme,Rurale,Marié(e),Primaire,4,Commerce informel,0.9,96000,40000,25,0,10600,Aucune épargne,4,77.1,5.0,0,0,1,Jamais emprunté ailleurs,0,0,Education,84000,6,Caution solidaire,0.58,0
CSWA-00124,41,Homme,Urbaine,Marié(e),Primaire,6,Agriculture,1.4,76000,37000,104,0,13200,Irrégulière,1,93.4,7.0,1,13,1,Bon payeur ailleurs (solde sans incident),0,0,Equipement/Matériel,136000,6,Bien matériel,0.82,0
CSWA-00125,59,Homme,Urbaine,Marié(e),Secondaire,3,Transport,3.3,278000,165000,36,0,103500,Régulière,3,87.5,10.0,1,14,1,Jamais emprunté ailleurs,0,0,Habitat/Réparation,1025000,24,Aval d'un tiers,0.77,0
CSWA-00126,45,Homme,Urbaine,Marié(e),Supérieur,1,Commerce informel,7.0,251000,141000,2,0,10900,Régulière,2,77.9,9.0,1,7,1,Pret en cours ailleurs,2,142000,Habitat/Réparation,598000,9,Caution solidaire,0.91,1
CSWA-00127,22,Homme,Urbaine,Marié(e),Primaire,1,Agriculture,6.6,63000,51000,78,1,23100,Régulière,4,94.5,2.0,1,13,1,Bon payeur ailleurs (solde sans incident),0,0,Fonds de commerce,96000,9,Bien matériel,1.0,0
CSWA-00128,54,Homme,Urbaine,Divorcé(e),Primaire,4,Commerce informel,2.7,39000,26000,12,0,1000,Régulière,3,70.9,5.0,0,0,1,Bon payeur ailleurs (solde sans incident),0,0,Education,66000,9,Caution solidaire,0.88,0
CSWA-00129,46,Homme,Rurale,Marié(e),Supérieur,1,Agriculture,11.6,40000,15000,29,0,16600,Irrégulière,0,,,0,0,1,Bon payeur ailleurs (solde sans incident),0,0,Intrants agricoles,178000,6,Aucune,1.2,0
CSWA-00130,48,Homme,Urbaine,Marié(e),Aucun,6,Artisanat,17.2,94000,40000,128,0,151200,Régulière,1,54.2,9.0,1,10,0,Non consulté,0,0,Habitat/Réparation,490000,18,Caution solidaire,0.75,0
CSWA-00131,45,Homme,Urbaine,Veuf(ve),Secondaire,4,Commerce informel,8.7,60000,39000,39,0,25900,Régulière,1,73.9,7.0,1,6,1,Jamais emprunté ailleurs,0,0,Equipement/Matériel,245000,12,Aval d'un tiers,1.03,0
CSWA-00132,45,Femme,Rurale,Marié(e),Supérieur,3,Commerce informel,6.5,44000,20000,72,1,26300,Irrégulière,1,78.8,3.0,1,4,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,67000,6,Caution solidaire,0.74,0
CSWA-00133,23,Femme,Rurale,Marié(e),Secondaire,5,Restauration/Transformation,7.1,61000,27000,172,0,8000,Irrégulière,1,71.3,2.0,0,0,1,Bon payeur ailleurs (solde sans incident),0,0,Education,111000,12,Caution solidaire,0.61,0
CSWA-00134,45,Femme,Urbaine,Célibataire,Primaire,4,Agriculture,3.6,104000,88000,92,1,139500,Régulière,1,52.7,0.0,1,5,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,364000,12,Aucune,1.17,0
CSWA-00135,56,Femme,Urbaine,Marié(e),Secondaire,5,Agriculture,2.2,77000,54000,25,0,6200,Irrégulière,1,90.4,2.0,1,8,1,Bon payeur ailleurs (solde sans incident),0,0,Santé,235000,6,Caution solidaire,1.27,0
CSWA-00136,33,Femme,Urbaine,Marié(e),Primaire,5,Restauration/Transformation,9.6,62000,31000,9,0,6000,Régulière,0,,,0,0,1,Pret en cours ailleurs,1,153000,Evénement social,194000,36,Aval d'un tiers,0.82,0
CSWA-00137,47,Homme,Semi-urbaine,Célibataire,Primaire,3,Commerce informel,8.7,66000,24000,73,0,40300,Irrégulière,2,96.8,4.0,1,8,0,Non consulté,0,0,Habitat/Réparation,201000,12,Caution solidaire,0.65,0
CSWA-00138,20,Femme,Urbaine,Célibataire,Supérieur,2,Salarié secteur formel,9.6,116000,87000,162,0,83800,Aucune épargne,5,96.4,11.0,1,10,1,Jamais emprunté ailleurs,0,0,Equipement/Matériel,286000,9,Aucune,1.06,0
CSWA-00139,35,Femme,Urbaine,Marié(e),Aucun,3,Transport,6.8,91000,58000,7,1,5800,Irrégulière,2,60.6,3.0,1,6,1,Bon payeur ailleurs (solde sans incident),0,0,Intrants agricoles,111000,12,Aucune,0.75,0
CSWA-00140,39,Femme,Rurale,Marié(e),Secondaire,1,Agriculture,2.1,94000,48000,163,0,134700,Aucune épargne,0,,,1,11,0,Non consulté,0,0,Elevage,296000,12,Caution solidaire,0.8,0
CSWA-00141,65,Femme,Urbaine,Marié(e),Primaire,0,Elevage,2.0,33000,20000,86,1,30200,Régulière,0,,,0,0,1,Bon payeur ailleurs (solde sans incident),0,0,Intrants agricoles,170000,36,Bien matériel,0.77,0
CSWA-00142,29,Femme,Urbaine,Célibataire,Aucun,3,Agriculture,2.7,89000,71000,109,0,109200,Régulière,1,71.0,1.0,1,10,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,333000,24,Caution solidaire,0.97,0
CSWA-00143,31,Femme,Urbaine,Marié(e),Secondaire,1,Transport,12.6,66000,25000,99,0,5500,Irrégulière,1,92.2,0.0,1,10,1,Jamais emprunté ailleurs,0,0,Equipement/Matériel,240000,3,Caution solidaire,1.74,0
CSWA-00144,38,Femme,Rurale,Marié(e),Secondaire,2,Commerce informel,1.8,46000,33000,86,1,51900,Irrégulière,1,94.6,0.0,1,9,1,Bon payeur ailleurs (solde sans incident),0,0,Fonds de commerce,211000,36,Aval d'un tiers,0.86,0
CSWA-00145,65,Homme,Rurale,Marié(e),Primaire,3,Restauration/Transformation,5.0,66000,52000,57,1,41000,Régulière,2,82.3,3.0,1,10,1,Jamais emprunté ailleurs,0,0,Elevage,308000,6,Bien matériel,1.66,0
CSWA-00146,59,Femme,Rurale,Veuf(ve),Secondaire,2,Agriculture,3.8,153000,93000,71,0,128300,Irrégulière,3,62.4,38.0,0,0,1,Bon payeur ailleurs (solde sans incident),0,0,Elevage,333000,3,Caution solidaire,1.42,0
CSWA-00147,20,Homme,Semi-urbaine,Marié(e),Primaire,9,Transport,2.0,126000,105000,132,0,90200,Régulière,1,74.9,6.0,1,6,1,Bon payeur ailleurs (solde sans incident),0,0,Equipement/Matériel,574000,3,Caution solidaire,2.53,0
CSWA-00148,29,Femme,Urbaine,Marié(e),Supérieur,0,Autre service,7.4,85000,40000,36,1,32200,Régulière,0,,,1,10,1,Bon payeur ailleurs (solde sans incident),0,0,Santé,403000,24,Caution solidaire,0.69,0
CSWA-00149,57,Femme,Semi-urbaine,Marié(e),Secondaire,4,Commerce informel,12.8,49000,35000,144,1,65700,Régulière,2,62.4,2.0,1,8,1,Jamais emprunté ailleurs,0,0,Elevage,147000,12,Aucune,0.99,0
CSWA-00150,21,Homme,Rurale,Célibataire,Secondaire,0,Agriculture,5.3,38000,21000,170,1,34200,Régulière,1,73.0,5.0,0,0,1,Incident de paiement signale ailleurs,0,0,Education,129000,6,Caution solidaire,1.19,0
CSWA-00151,59,Femme,Semi-urbaine,Marié(e),Aucun,3,Artisanat,1.6,48000,26000,91,0,12200,Irrégulière,0,,,1,10,1,Jamais emprunté ailleurs,0,0,Intrants agricoles,194000,6,Caution solidaire,1.3,0
CSWA-00152,32,Homme,Rurale,Veuf(ve),Primaire,2,Artisanat,4.4,81000,54000,89,0,64000,Irrégulière,3,87.6,4.0,1,10,1,Jamais emprunté ailleurs,0,0,Santé,358000,9,Caution solidaire,1.22,0
CSWA-00153,62,Femme,Urbaine,Marié(e),Supérieur,3,Commerce informel,3.7,82000,54000,146,1,139200,Irrégulière,3,97.2,2.0,0,0,1,Bon payeur ailleurs (solde sans incident),0,0,Fonds de commerce,132000,12,Caution solidaire,0.81,0
CSWA-00154,32,Femme,Urbaine,Marié(e),Aucun,7,Artisanat,4.5,56000,30000,20,0,6000,Régulière,1,75.4,5.0,1,4,1,Bon payeur ailleurs (solde sans incident),0,0,Fonds de commerce,248000,12,Caution solidaire,0.95,0
CSWA-00155,39,Femme,Rurale,Marié(e),Primaire,4,Restauration/Transformation,4.8,131000,70000,141,0,241200,Aucune épargne,1,92.4,8.0,0,0,0,Non consulté,0,0,Fonds de commerce,142000,6,Caution solidaire,0.74,0
CSWA-00156,50,Femme,Urbaine,Marié(e),Secondaire,2,Fonctionnaire,14.0,132000,78000,143,0,246800,Régulière,1,87.5,9.0,0,0,1,Jamais emprunté ailleurs,0,0,Santé,598000,36,Bien matériel,0.73,0
CSWA-00157,24,Homme,Rurale,Marié(e),Secondaire,7,Restauration/Transformation,7.1,20000,17000,62,0,14300,Régulière,0,,,1,11,1,Pret en cours ailleurs,1,159000,Habitat/Réparation,30000,24,Aucune,1.64,0
CSWA-00158,45,Homme,Urbaine,Célibataire,Secondaire,3,Artisanat,7.0,86000,64000,175,1,33300,Irrégulière,2,81.1,4.0,0,0,1,Bon payeur ailleurs (solde sans incident),0,0,Fonds de commerce,212000,12,Aucune,0.97,0
CSWA-00159,42,Homme,Urbaine,Marié(e),Secondaire,4,Commerce informel,3.6,122000,65000,90,1,86300,Irrégulière,1,89.8,14.0,0,0,1,Jamais emprunté ailleurs,0,0,Evénement social,524000,6,Caution solidaire,1.33,0
CSWA-00160,55,Homme,Semi-urbaine,Célibataire,Supérieur,6,Commerce informel,9.4,90000,48000,51,0,67700,Irrégulière,1,80.3,4.0,1,12,1,Pret en cours ailleurs,1,213000,Equipement/Matériel,230000,9,Aucune,1.06,1
CSWA-00161,65,Femme,Rurale,Marié(e),Primaire,1,Artisanat,10.1,111000,89000,46,1,21100,Irrégulière,0,,,1,10,1,Jamais emprunté ailleurs,0,0,Intrants agricoles,119000,24,Caution solidaire,0.85,0
CSWA-00162,50,Homme,Rurale,Marié(e),Secondaire,5,Artisanat,8.0,70000,52000,124,1,7500,Aucune épargne,0,,,1,9,1,Pret en cours ailleurs,1,182000,Intrants agricoles,83000,12,Caution solidaire,1.09,1
CSWA-00163,38,Homme,Urbaine,Marié(e),Secondaire,0,Salarié secteur formel,7.5,97000,66000,167,0,128600,Irrégulière,3,96.5,7.0,1,8,0,Non consulté,0,0,Habitat/Réparation,283000,12,Bien matériel,0.95,0
CSWA-00164,38,Femme,Rurale,Marié(e),Secondaire,3,Agriculture,2.0,79000,56000,180,0,60300,Régulière,0,,,1,8,1,Jamais emprunté ailleurs,0,0,Evénement social,285000,9,Aucune,1.16,0
CSWA-00165,38,Femme,Semi-urbaine,Marié(e),Aucun,2,Commerce informel,6.9,89000,34000,163,0,162400,Irrégulière,1,93.6,5.0,1,11,1,Bon payeur ailleurs (solde sans incident),0,0,Santé,225000,6,Aucune,0.85,0
CSWA-00166,57,Homme,Rurale,Divorcé(e),Primaire,3,Commerce informel,12.1,59000,23000,21,0,17500,Irrégulière,2,88.4,4.0,0,0,1,Pret en cours ailleurs,1,133000,Fonds de commerce,275000,18,Aval d'un tiers,0.88,0
CSWA-00167,34,Femme,Rurale,Veuf(ve),Primaire,4,Elevage,7.1,147000,75000,130,1,127200,Irrégulière,1,90.9,2.0,1,8,1,Incident de paiement signale ailleurs,0,0,Santé,653000,12,Aucune,0.92,0
CSWA-00168,26,Femme,Rurale,Célibataire,Secondaire,5,Agriculture,8.7,177000,104000,147,0,313300,Régulière,1,86.7,9.0,1,11,1,Bon payeur ailleurs (solde sans incident),0,0,Education,418000,12,Bien matériel,0.81,0
CSWA-00169,34,Homme,Urbaine,Veuf(ve),Primaire,4,Commerce informel,4.5,60000,42000,40,0,26000,Irrégulière,0,,,1,7,1,Bon payeur ailleurs (solde sans incident),0,0,Fonds de commerce,213000,36,Aval d'un tiers,0.81,0
CSWA-00170,20,Femme,Rurale,Marié(e),Secondaire,2,Commerce informel,3.4,42000,31000,90,1,38500,Irrégulière,2,95.9,14.0,1,10,1,Jamais emprunté ailleurs,0,0,Education,157000,36,Aval d'un tiers,0.85,0
CSWA-00171,23,Homme,Semi-urbaine,Marié(e),Secondaire,4,Agriculture,2.5,39000,31000,10,0,1000,Irrégulière,1,89.1,12.0,0,0,1,Jamais emprunté ailleurs,0,0,Education,111000,6,Caution solidaire,1.33,0
CSWA-00172,23,Homme,Rurale,Marié(e),Aucun,1,Agriculture,11.0,101000,49000,121,1,134100,Régulière,1,84.8,4.0,0,0,0,Non consulté,0,0,Santé,94000,6,Aucune,0.66,0
CSWA-00173,55,Femme,Rurale,Veuf(ve),Primaire,5,Autre service,5.1,112000,81000,108,1,142000,Régulière,0,,,1,12,0,Non consulté,0,0,Equipement/Matériel,476000,24,Aval d'un tiers,0.92,1
CSWA-00174,52,Homme,Rurale,Marié(e),Primaire,5,Salarié secteur formel,10.2,273000,231000,33,0,12900,Aucune épargne,1,81.2,1.0,1,12,1,Pret en cours ailleurs,1,226000,Fonds de commerce,1061000,12,Aval d'un tiers,1.28,0
CSWA-00175,51,Homme,Rurale,Marié(e),Aucun,3,Commerce informel,4.1,106000,48000,32,1,46300,Régulière,2,67.6,2.0,0,0,1,Pret en cours ailleurs,1,110000,Fonds de commerce,205000,18,Bien matériel,0.67,0
CSWA-00176,40,Femme,Semi-urbaine,Célibataire,Primaire,3,Restauration/Transformation,10.6,59000,23000,40,1,16800,Régulière,0,,,1,6,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,193000,18,Caution solidaire,0.59,0
CSWA-00177,52,Homme,Rurale,Marié(e),Primaire,1,Elevage,5.8,27000,22000,114,0,35900,Irrégulière,1,99.2,0.0,0,0,1,Jamais emprunté ailleurs,0,0,Evénement social,113000,24,Caution solidaire,1.01,0
CSWA-00178,26,Femme,Urbaine,Célibataire,Secondaire,5,Fonctionnaire,4.4,123000,51000,101,1,131300,Régulière,3,94.2,11.0,1,8,1,Bon payeur ailleurs (solde sans incident),0,0,Elevage,605000,9,Bien matériel,1.03,0
CSWA-00179,61,Homme,Urbaine,Marié(e),Primaire,1,Artisanat,4.5,201000,143000,93,0,225400,Régulière,4,74.4,8.0,1,6,0,Non consulté,0,0,Equipement/Matériel,938000,12,Aval d'un tiers,1.15,0
CSWA-00180,42,Femme,Rurale,Célibataire,Aucun,3,Commerce informel,9.2,93000,51000,46,1,2800,Régulière,2,52.0,15.0,1,5,0,Non consulté,0,0,Fonds de commerce,355000,3,Aucune,1.97,0
CSWA-00181,63,Femme,Urbaine,Veuf(ve),Primaire,2,Commerce informel,7.1,102000,54000,143,0,142500,Irrégulière,1,99.5,6.0,1,12,1,Jamais emprunté ailleurs,0,0,Intrants agricoles,88000,6,Aucune,0.69,0
CSWA-00182,26,Femme,Rurale,Marié(e),Secondaire,2,Autre service,9.2,133000,109000,108,1,71700,Aucune épargne,2,97.7,1.0,1,8,1,Jamais emprunté ailleurs,0,0,Elevage,595000,9,Aval d'un tiers,1.38,0
CSWA-00183,42,Femme,Semi-urbaine,Marié(e),Primaire,1,Fonctionnaire,12.0,95000,50000,55,1,30500,Aucune épargne,1,90.1,4.0,1,9,0,Non consulté,0,0,Education,143000,3,Caution solidaire,1.09,0
CSWA-00184,51,Homme,Rurale,Marié(e),Primaire,4,Elevage,4.9,91000,50000,16,1,3400,Irrégulière,1,51.2,17.0,1,9,0,Non consulté,0,0,Equipement/Matériel,416000,6,Caution solidaire,1.4,0
CSWA-00185,42,Femme,Urbaine,Marié(e),Supérieur,5,Artisanat,8.0,107000,38000,155,1,144500,Irrégulière,2,87.9,10.0,0,0,1,Jamais emprunté ailleurs,0,0,Equipement/Matériel,410000,6,Aval d'un tiers,1.07,0
CSWA-00186,39,Homme,Rurale,Marié(e),Aucun,3,Artisanat,5.3,48000,21000,141,0,73900,Aucune épargne,1,59.3,0.0,1,7,1,Bon payeur ailleurs (solde sans incident),0,0,Fonds de commerce,255000,12,Caution solidaire,0.93,0
CSWA-00187,26,Femme,Rurale,Marié(e),Primaire,1,Transport,4.2,99000,53000,55,1,21300,Aucune épargne,3,93.2,6.0,1,4,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,322000,9,Caution solidaire,0.94,0
CSWA-00188,36,Femme,Urbaine,Marié(e),Primaire,3,Elevage,7.2,165000,113000,50,0,21600,Régulière,2,87.7,4.0,0,0,1,Pret en cours ailleurs,1,521000,Equipement/Matériel,487000,12,Aval d'un tiers,1.24,0
CSWA-00189,30,Homme,Rurale,Marié(e),Secondaire,1,Commerce informel,1.9,65000,25000,175,0,162500,Irrégulière,1,78.5,10.0,1,8,1,Bon payeur ailleurs (solde sans incident),0,0,Equipement/Matériel,148000,12,Aval d'un tiers,0.6,0
CSWA-00190,33,Femme,Rurale,Marié(e),Secondaire,2,Agriculture,9.8,31000,16000,133,1,16000,Aucune épargne,0,,,0,0,1,Bon payeur ailleurs (solde sans incident),0,0,Santé,57000,12,Aucune,0.69,1
CSWA-00191,51,Homme,Semi-urbaine,Veuf(ve),Aucun,8,Artisanat,6.7,89000,47000,27,1,12400,Aucune épargne,2,75.7,5.0,1,8,1,Pret en cours ailleurs,1,103000,Fonds de commerce,95000,6,Aval d'un tiers,0.83,0
CSWA-00192,48,Femme,Urbaine,Marié(e),Secondaire,3,Agriculture,3.5,56000,42000,30,0,22300,Aucune épargne,3,80.5,10.0,1,8,1,Jamais emprunté ailleurs,0,0,Evénement social,298000,18,Caution solidaire,1.08,0
CSWA-00193,47,Femme,Urbaine,Marié(e),Secondaire,1,Transport,6.8,89000,43000,96,0,55300,Aucune épargne,0,,,1,12,0,Non consulté,0,0,Fonds de commerce,109000,12,Bien matériel,0.6,0
CSWA-00194,36,Homme,Rurale,Marié(e),Secondaire,4,Fonctionnaire,1.5,159000,127000,144,1,118800,Régulière,2,87.9,9.0,1,4,1,Jamais emprunté ailleurs,0,0,Santé,263000,12,Caution solidaire,0.95,0
CSWA-00195,64,Femme,Urbaine,Marié(e),Supérieur,5,Commerce informel,2.4,84000,69000,10,1,1100,Irrégulière,1,93.5,6.0,1,11,1,Jamais emprunté ailleurs,0,0,Intrants agricoles,444000,18,Aucune,1.15,0
CSWA-00196,23,Femme,Rurale,Veuf(ve),Secondaire,3,Salarié secteur formel,2.4,180000,83000,3,0,19300,Régulière,1,86.0,12.0,1,8,0,Non consulté,0,0,Evénement social,711000,6,Bien matériel,1.2,0
CSWA-00197,35,Homme,Semi-urbaine,Marié(e),Aucun,5,Restauration/Transformation,2.3,80000,43000,110,1,97900,Irrégulière,0,,,1,11,1,Pret en cours ailleurs,1,38000,Habitat/Réparation,116000,9,Aucune,0.76,0
CSWA-00198,24,Femme,Urbaine,Célibataire,Primaire,3,Artisanat,4.9,33000,24000,31,1,4400,Régulière,1,64.7,5.0,1,11,1,Pret en cours ailleurs,1,178000,Intrants agricoles,132000,6,Caution solidaire,1.96,0
CSWA-00199,34,Homme,Rurale,Célibataire,Supérieur,6,Commerce informel,6.7,99000,48000,101,1,92700,Régulière,1,91.8,10.0,1,11,1,Jamais emprunté ailleurs,0,0,Evénement social,419000,3,Caution solidaire,2.06,0
CSWA-00200,64,Femme,Semi-urbaine,Célibataire,Primaire,2,Agriculture,20.9,82000,63000,61,1,5900,Irrégulière,1,87.2,1.0,1,10,1,Jamais emprunté ailleurs,0,0,Intrants agricoles,252000,6,Bien matériel,1.34,0
CSWA-00201,36,Homme,Rurale,Célibataire,Primaire,1,Autre service,10.7,91000,76000,153,0,52100,Irrégulière,0,,,1,12,0,Non consulté,0,0,Fonds de commerce,336000,6,Caution solidaire,1.52,1
CSWA-00202,61,Femme,Rurale,Célibataire,Supérieur,3,Restauration/Transformation,1.2,138000,92000,141,1,237900,Régulière,1,75.7,1.0,0,0,1,Pret en cours ailleurs,1,88000,Fonds de commerce,414000,12,Caution solidaire,1.0,0
CSWA-00203,42,Femme,Rurale,Marié(e),Secondaire,5,Artisanat,14.2,61000,26000,25,1,21700,Aucune épargne,1,82.7,7.0,0,0,1,Jamais emprunté ailleurs,0,0,Intrants agricoles,72000,6,Aval d'un tiers,0.65,0
CSWA-00204,51,Homme,Urbaine,Marié(e),Secondaire,5,Commerce informel,3.6,69000,24000,6,0,7200,Régulière,2,68.0,6.0,0,0,0,Non consulté,0,0,Education,128000,18,Aval d'un tiers,0.46,0
CSWA-00205,40,Homme,Urbaine,Célibataire,Secondaire,5,Agriculture,7.7,46000,26000,77,0,38600,Irrégulière,1,79.9,9.0,1,7,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,158000,6,Caution solidaire,1.21,0
CSWA-00206,31,Femme,Rurale,Marié(e),Aucun,4,Elevage,5.0,90000,42000,134,0,122000,Aucune épargne,2,88.1,14.0,0,0,1,Jamais emprunté ailleurs,0,0,Equipement/Matériel,118000,12,Aucune,0.59,1
CSWA-00207,54,Femme,Rurale,Marié(e),Secondaire,2,Restauration/Transformation,14.8,89000,66000,88,0,11000,Aucune épargne,1,68.4,1.0,1,9,1,Jamais emprunté ailleurs,0,0,Equipement/Matériel,388000,6,Aucune,1.56,0
CSWA-00208,64,Femme,Urbaine,Marié(e),Supérieur,1,Salarié secteur formel,10.2,140000,82000,43,1,51000,Irrégulière,2,87.0,3.0,1,9,1,Bon payeur ailleurs (solde sans incident),0,0,Elevage,713000,12,Caution solidaire,1.06,0
CSWA-00209,31,Homme,Urbaine,Marié(e),Aucun,2,Agriculture,13.5,122000,81000,9,0,11200,Régulière,0,,,1,13,1,Bon payeur ailleurs (solde sans incident),0,0,Santé,238000,9,Caution solidaire,0.91,1
CSWA-00210,55,Homme,Semi-urbaine,Marié(e),Aucun,1,Commerce informel,7.9,46000,30000,180,1,95400,Régulière,0,,,1,16,1,Jamais emprunté ailleurs,0,0,Habitat/Réparation,96000,6,Aucune,1.04,0
CSWA-00211,31,Femme,Urbaine,Marié(e),Secondaire,1,Commerce informel,4.1,87000,32000,160,0,149900,Irrégulière,1,77.9,1.0,1,14,1,Jamais emprunté ailleurs,0,0,Fonds de commerce,213000,6,Bien matériel,0.83,0
CSWA-00212,52,Femme,Rurale,Marié(e),Primaire,4,Commerce informel,8.6,112000,79000,52,0,30100,Régulière,1,67.7,14.0,0,0,1,Jamais emprunté ailleurs,0,0,Intrants agricoles,463000,6,Caution solidaire,1.48,0
CSWA-00213,56,Femme,Rurale,Marié(e),Aucun,3,Commerce informel,12.0,60000,46000,89,0,47200,Régulière,2,86.4,10.0,1,4,1,Bon payeur ailleurs (solde sans incident),0,0,Equipement/Matériel,138000,18,Caution solidaire,0.91,1
CSWA-00214,40,Femme,Rurale,Marié(e),Aucun,2,Agriculture,3.2,38000,22000,27,1,12500,Régulière,1,88.5,3.0,1,5,1,Jamais emprunté ailleurs,0,0,Equipement/Matériel,40000,6,Aval d'un tiers,0.78,0
CSWA-00215,53,Femme,Urbaine,Célibataire,Primaire,4,Transport,7.3,32000,21000,71,0,17300,Régulière,2,77.5,1.0,1,6,1,Incident de paiement signale ailleurs,0,0,Santé,66000,24,Caution solidaire,0.75,0
CSWA-00216,31,Homme,Urbaine,Marié(e),Primaire,6,Agriculture,9.5,88000,37000,123,0,69100,Aucune épargne,0,,,1,14,1,Jamais emprunté ailleurs,0,0,Intrants agricoles,107000,6,Caution solidaire,0.65,1
CSWA-00217,22,Homme,Rurale,Célibataire,Secondaire,3,Salarié secteur formel,3.9,126000,86000,114,0,23800,Irrégulière,0,,,1,5,1,Bon payeur ailleurs (solde sans incident),0,0,Fonds de commerce,106000,6,Caution solidaire,0.84,0
